m,r,l,P,T,rho,epsilon,nabla,convective_status
1.992786560758617e+33,27411644768.293602,1.0740576791821931e+34,6310467377790702.0,6639773.161274796,7.028832713954096,0.04074967710678288,[0.20171666],0
1.9934579848019997e+33,27421759871.950478,1.0740604169373981e+34,6297927383890546.0,6637121.481393095,7.017665664648604,0.04059777684841277,[0.2016838],0
1.9941294088453817e+33,27431883579.02411,1.074063144299938e+34,6285401366158271.0,6634468.794911336,7.006506336427261,0.04044630454045073,[0.20165099],0
1.9948008328887642e+33,27442015908.82527,1.0740658612984742e+34,6272889316041708.0,6631815.098028038,6.9953547279480635,0.04029525927714758,[0.20161824],0
1.9954722569321462e+33,27452156880.72747,1.0740685679616347e+34,6260391225044331.0,6629160.386966851,6.984210837883847,0.04014464015564926,[0.20158554],0
1.9961436809755288e+33,27462306514.16702,1.074071264318015e+34,6247907084725176.0,6626504.657976546,6.9730746649224855,0.03999444627597684,[0.20155289],0
1.9968151050189108e+33,27472464828.64295,1.0740739503961767e+34,6235436886698916.0,6623847.907331035,6.961946207767252,0.039844676741007515,[0.2015203],0
1.9974865290622933e+33,27482631843.717106,1.0740766262246496e+34,6222980622635782.0,6621190.131329342,6.950825465137026,0.03969533065645451,[0.20148777],0
1.9981579531056753e+33,27492807579.01406,1.0740792918319294e+34,6210538284261653.0,6618531.326295635,6.939712435766661,0.03954640713084968,[0.2014553],0
1.998829377149058e+33,27502992054.22118,1.0740819472464792e+34,6198109863357957.0,6615871.488579197,6.9286071184071805,0.03939790527552249,[0.20142288],0
1.99950080119244e+33,27513185289.088573,1.074084592496729e+34,6185695351761771.0,6613210.61455445,6.917509511826147,0.03924982420458274,[0.20139051],0
2.0001722252358224e+33,27523387303.429146,1.074087227611076e+34,6173294741365725.0,6610548.7006209325,6.906419614807877,0.03910216303490076,[0.20135821],0
2.0008436492792044e+33,27533598117.118523,1.0740898526178837e+34,6160908024118096.0,6607885.743203324,6.895337426153787,0.03895492088608958,[0.20132596],0
2.001515073322587e+33,27543817750.09515,1.0740924675454836e+34,6148535192022714.0,6605221.73875142,6.884262944682621,0.038808096880485136,[0.20129377],0
2.0021864973659693e+33,27554046222.360195,1.0740950724221733e+34,6136176237139048.0,6602556.683740154,6.873196169230787,0.03866169014312843,[0.20126163],0
2.0028579214093515e+33,27564283553.97761,1.074097667276218e+34,6123831151582144.0,6599890.57466958,6.8621370986526085,0.038515699801747294,[0.20122955],0
2.0035293454527338e+33,27574529765.07412,1.0741002521358492e+34,6111499927522658.0,6597223.408064885,6.851085731820635,0.03837012498673748,[0.20119754],0
2.004200769496116e+33,27584784875.839203,1.0741028270292656e+34,6099182557186842.0,6594555.180476383,6.840042067625909,0.03822496483114472,[0.20116558],0
2.0048721935394983e+33,27595048906.5251,1.0741053919846335e+34,6086879032856548.0,6591885.888479515,6.829006104978267,0.03808021847064629,[0.20113367],0
2.0055436175828806e+33,27605321877.44684,1.0741079470300854e+34,6074589346869224.0,6589215.52867485,6.817977842806614,0.037935885043532916,[0.20110183],0
2.006215041626263e+33,27615603808.98219,1.074110492193721e+34,6062313491617930.0,6586544.097688087,6.806957280059236,0.03779196369069161,[0.20107005],0
2.0068864656696452e+33,27625894721.5717,1.0741130275036072e+34,6050051459551313.0,6583871.592170051,6.795944415704056,0.03764845355558607,[0.20103832],0
2.0075578897130274e+33,27636194635.71869,1.0741155529877774e+34,6037803243173626.0,6581198.0087966975,6.784939248728942,0.03750535378424044,[0.20100666],0
2.0082293137564097e+33,27646503571.989227,1.0741180686742326e+34,6025568835044722.0,6578523.344269108,6.773941778141999,0.03736266352522087,[0.20097505],0
2.008900737799792e+33,27656821551.01217,1.07412057459094e+34,6013348227780052.0,6575847.595313491,6.762952002971838,0.03722038192961769,[0.2009435],0
2.0095721618431743e+33,27667148593.47911,1.0741230707658345e+34,6001141414050668.0,6573170.758681187,6.751969922267888,0.03707850815102823,[0.20091202],0
2.0102435858865565e+33,27677484720.144444,1.0741255572268177e+34,5988948386583223.0,6570492.831148664,6.740995535100669,0.036937041345539434,[0.20088059],0
2.0109150099299388e+33,27687829951.8253,1.074128034001758e+34,5976769138159966.0,6567813.809517512,6.73002884056209,0.03679598067170982,[0.20084922],0
2.0115864339733214e+33,27698184309.401596,1.074130501118491e+34,5964603661618745.0,6565133.690614456,6.7190698377657325,0.036655325290552716,[0.20081792],0
2.0122578580167034e+33,27708547813.81599,1.0741329586048188e+34,5952451949853026.0,6562452.47129135,6.708118525847164,0.03651507436551939,[0.20078667],0
2.012929282060086e+33,27718920486.073944,1.0741354064885114e+34,5940313995811840.0,6559770.148425168,6.697174903964179,0.036375227062480586,[0.20075548],0
2.013600706103468e+33,27729302347.24365,1.074137844797305e+34,5928189792499860.0,6557086.718918022,6.686238971297156,0.03623578254971096,[0.20072436],0
2.0142721301468505e+33,27739693418.456085,1.074140273558903e+34,5916079332977314.0,6554402.179697141,6.675310727049282,0.03609673999787114,[0.2006933],0
2.0149435541902324e+33,27750093720.904984,1.0741426928009758e+34,5903982610360075.0,6551716.527714895,6.66439017044691,0.035958098579991826,[0.20066229],0
2.015614978233615e+33,27760503275.846863,1.0741451025511603e+34,5891899617819572.0,6549029.75994877,6.653477300739778,0.035819857471455434,[0.20063135],0
2.016286402276997e+33,27770922104.60097,1.0741475028370616e+34,5879830348582879.0,6546341.873401389,6.642572117201388,0.03568201584998107,[0.20060047],0
2.0169578263203796e+33,27781350228.549366,1.0741498936862503e+34,5867774795932623.0,6543652.865100497,6.631674619129204,0.035544572895606925,[0.20056966],0
2.0176292503637615e+33,27791787669.136833,1.074152275126265e+34,5855732953207076.0,6540962.732098974,6.620784805845037,0.035407527790673965,[0.2005389],0
2.018300674407144e+33,27802234447.870956,1.0741546471846107e+34,5843704813800070.0,6538271.471474818,6.60990267669526,0.03527087971980968,[0.2005082],0
2.018972098450526e+33,27812690586.322052,1.07415700988876e+34,5831690371161072.0,6535579.080331166,6.599028231051159,0.035134627869911526,[0.20047757],0
2.0196435224939086e+33,27823156106.12324,1.0741593632661514e+34,5819689618795115.0,6532885.555796275,6.588161468309183,0.03499877143013049,[0.200447],0
2.0203149465372906e+33,27833631028.97037,1.0741617073441917e+34,5807702550262868.0,6530190.895023536,6.57730238789129,0.03486330959185524,[0.20041649],0
2.0209863705806732e+33,27844115376.62209,1.0741640421502535e+34,5795729159180561.0,6527495.095191461,6.566450989245178,0.03472824154869578,[0.20038604],0
2.0216577946240555e+33,27854609170.899784,1.074166367711677e+34,5783769439220058.0,6524798.153503699,6.555607271844636,0.03459356649646765,[0.20035566],0
2.0223292186674377e+33,27865112433.687622,1.0741686840557695e+34,5771823384108806.0,6522100.06718902,6.544771235189812,0.03445928363317558,[0.20032534],0
2.02300064271082e+33,27875625186.932533,1.0741709912098048e+34,5759890987629852.0,6519400.833501326,6.533942878807509,0.03432539215899807,[0.20029508],0
2.0236720667542023e+33,27886147452.644215,1.074173289201024e+34,5747972243621848.0,6516700.449719644,6.523122202251493,0.0341918912762714,[0.20026488],0
2.0243434907975846e+33,27896679252.895126,1.0741755780566348e+34,5736067145979042.0,6513998.913148133,6.5123092051027776,0.03405878018947387,[0.20023475],0
2.0250149148409668e+33,27907220609.8205,1.0741778578038122e+34,5724175688651284.0,6511296.221116076,6.5015038869699255,0.033926058105210266,[0.20020468],0
2.025686338884349e+33,27917771545.61833,1.0741801284696984e+34,5712297865644023.0,6508592.370977888,6.49070624748935,0.03379372423219645,[0.20017467],0
2.0263577629277314e+33,27928332082.54937,1.074182390081402e+34,5700433671018308.0,6505887.3601131085,6.479916286325608,0.0336617777812436,[0.20014472],0
2.0270291869711137e+33,27938902242.937153,1.0741846426659989e+34,5688583098890788.0,6503181.185926408,6.469134003171696,0.033530217965243005,[0.20011484],0
2.027700611014496e+33,27949482049.16797,1.0741868862505318e+34,5676746143433712.0,6500473.845847583,6.458359397749354,0.03339904399915105,[0.20008502],0
2.0283720350578782e+33,27960071523.690872,1.0741891208620106e+34,5664922798874930.0,6497765.33733156,6.447592469809364,0.03326825509997352,[0.20005526],0
2.0290434591012605e+33,27970670689.017693,1.074191346527412e+34,5653113059497888.0,6495055.657858392,6.43683321913184,0.03313785048675084,[0.20002557],0
2.0297148831446428e+33,27981279567.723022,1.07419356327368e+34,5641316919641637.0,6492344.804933262,6.42608164552654,0.03300782938054288,[0.19999594],0
2.030386307188025e+33,27991898182.44421,1.0741957711277249e+34,5629534373700825.0,6489632.776086478,6.415337748833157,0.032878191004413845,[0.19996637],0
2.0310577312314076e+33,28002526555.881386,1.0741979701164243e+34,5617765416125695.0,6486919.568873478,6.404601528921619,0.032748934583417794,[0.19993687],0
2.0317291552747896e+33,28013164710.797424,1.0742001602666235e+34,5606010041422111.0,6484205.180874831,6.393872985692415,0.03262005934458363,[0.19990742],0
2.032400579318172e+33,28023812670.017994,1.0742023416051333e+34,5594268244151500.0,6481489.609696228,6.383152119076834,0.032491564516899794,[0.19987805],0
2.033072003361554e+33,28034470456.431503,1.0742045141587329e+34,5582540018930932.0,6478772.8529684935,6.372438929037353,0.032363449331301135,[0.19984873],0
2.0337434274049367e+33,28045138092.98915,1.0742066779541675e+34,5570825360433032.0,6476054.908347576,6.361733415567844,0.03223571302065235,[0.19981948],0
2.0344148514483187e+33,28055815602.704872,1.0742088330181496e+34,5559124263386071.0,6473335.773514557,6.351035578693973,0.03210835481973531,[0.1997903],0
2.0350862754917012e+33,28066503008.655407,1.074210979377359e+34,5547436722573875.0,6470615.446175639,6.340345418473412,0.03198137396523339,[0.19976117],0
2.0357576995350832e+33,28077200333.980217,1.0742131170584417e+34,5535762732835912.0,6467893.924062161,6.32966293499622,0.03185476969571807,[0.19973211],0
2.0364291235784658e+33,28087907601.88157,1.0742152460880117e+34,5524102289067210.0,6465171.204930581,6.318988128385076,0.03172854125163359,[0.19970311],0
2.0371005476218478e+33,28098624835.624466,1.074217366492649e+34,5512455386218437.0,6462447.286562497,6.308320998795656,0.031602687875284245,[0.19967418],0
2.0377719716652303e+33,28109352058.536705,1.0742194782989009e+34,5500822019295818.0,6459722.166764621,6.297661546416858,0.031477208810818655,[0.19964531],0
2.0384433957086126e+33,28120089294.00882,1.074221581533282e+34,5489202183361218.0,6456995.843368804,6.287009771471187,0.03135210330421721,[0.1996165],0
2.039114819751995e+33,28130836565.49413,1.0742236762222737e+34,5477595873532078.0,6454268.314232022,6.276365674214992,0.0312273706032773,[0.19958776],0
2.039786243795377e+33,28141593896.508713,1.0742257623923238e+34,5466003084981445.0,6451539.577236376,6.265729254938813,0.03110300995759948,[0.19955908],0
2.0404576678387594e+33,28152361310.63142,1.0742278400698483e+34,5454423812937966.0,6448809.630289099,6.255100513967671,0.03097902061857406,[0.19953046],0
2.0411290918821417e+33,28163138831.503857,1.0742299092812287e+34,5442858052685887.0,6446078.471322551,6.244479451661379,0.030855401839367264,[0.19950191],0
2.041800515925524e+33,28173926482.830406,1.0742319700528147e+34,5431305799565056.0,6443346.098294219,6.233866068414847,0.03073215287490724,[0.19947342],0
2.0424719399689062e+33,28184724288.37821,1.074234022410922e+34,5419767048970919.0,6440612.509186719,6.2232603646583895,0.03060927298187102,[0.19944499],0
2.0431433640122885e+33,28195532271.977177,1.0742360663818343e+34,5408241796354523.0,6437877.702007795,6.212662340858035,0.030486761418670936,[0.19941663],0
2.0438147880556708e+33,28206350457.519985,1.0742381019918012e+34,5396730037222514.0,6435141.674790319,6.202071997515828,0.030364617445441052,[0.19938833],0
2.044486212099053e+33,28217178868.962074,1.0742401292670403e+34,5385231767137139.0,6432404.425592292,6.191489335170147,0.03024284032402372,[0.19936009],0
2.0451576361424353e+33,28228017530.321655,1.0742421482337352e+34,5373746981716243.0,6429665.9524968425,6.1809143543960055,0.030121429317956736,[0.19933192],0
2.0458290601858176e+33,28238866465.6797,1.074244158918037e+34,5362275676633272.0,6426926.253612226,6.170347055805364,0.03000038369246007,[0.1993038],0
2.0465004842292e+33,28249725699.179947,1.074246161346064e+34,5350817847617274.0,6424185.327071827,6.159787440047445,0.02987970271442263,[0.19927576],0
2.0471719082725822e+33,28260595255.028904,1.074248155543901e+34,5339373490452894.0,6421443.171034159,6.149235507809035,0.029759385652388955,[0.19924777],0
2.0478433323159644e+33,28271475157.495842,1.0742501415375997e+34,5327942600980376.0,6418699.783682862,6.138691259814796,0.02963943177654683,[0.19921985],0
2.0485147563593467e+33,28282365430.9128,1.0742521193531794e+34,5316525175095568.0,6415955.163226706,6.128154696827587,0.029519840358714487,[0.19919199],0
2.049186180402729e+33,28293266099.67458,1.0742540890166257e+34,5305121208749915.0,6413209.307899587,6.1176258196487625,0.029400610672327136,[0.19916419],0
2.0498576044461112e+33,28304177188.23875,1.0742560505538915e+34,5293730697950462.0,6410462.215960531,6.107104629118493,0.029281741992424785,[0.19913646],0
2.0505290284894935e+33,28315098721.125652,1.0742580039908968e+34,5282353638759854.0,6407713.88569369,6.096591126116077,0.02916323359563939,[0.19910879],0
2.0512004525328758e+33,28326030722.91838,1.0742599493535282e+34,5270990027296338.0,6404964.315408347,6.0860853115602485,0.02904508476018248,[0.19908118],0
2.051871876576258e+33,28336973218.26281,1.0742618866676395e+34,5259639859733756.0,6402213.5034389105,6.075587186409496,0.028927294765832362,[0.19905363],0
2.0525433006196403e+33,28347926231.86757,1.0742638159590515e+34,5248303132301557.0,6399461.448144918,6.065096751662379,0.028809862893921928,[0.19902614],0
2.053214724663023e+33,28358889788.504063,1.0742657372535518e+34,5236979841284778.0,6396708.1479110345,6.054614008357828,0.028692788427326348,[0.19899872],0
2.053886148706405e+33,28369863913.006443,1.0742676505768952e+34,5225669983024080.0,6393953.601147057,6.044138957575493,0.028576070650450584,[0.19897136],0
2.0545575727497874e+33,28380848630.271664,1.0742695559548032e+34,5214373553915688.0,6391197.806287902,6.033671600436001,0.028459708849217297,[0.19894406],0
2.0552289967931694e+33,28391843965.2594,1.0742714534129645e+34,5203090550411466.0,6388440.7617936265,6.023211938101347,0.02834370231105495,[0.19891683],0
2.055900420836552e+33,28402849942.992134,1.0742733429770348e+34,5191820969018839.0,6385682.466149402,6.012759971775129,0.028228050324885103,[0.19888965],0
2.056571844879934e+33,28413866588.55508,1.0742752246726366e+34,5180564806300871.0,6382922.91786554,6.002315702702948,0.02811275218111135,[0.19886254],0
2.0572432689233165e+33,28424893927.09625,1.0742770985253594e+34,5169322058876187.0,6380162.115477471,5.991879132172645,0.02799780717160648,[0.19883549],0
2.0579146929666988e+33,28435931983.826393,1.0742789645607596e+34,5158092723419045.0,6377400.057545759,5.981450261514694,0.027883214589701506,[0.1988085],0
2.058586117010081e+33,28446980784.019035,1.0742808228043608e+34,5146876796659285.0,6374636.742656095,5.9710290921024605,0.027768973730173296,[0.19878157],0
2.0592575410534634e+33,28458040353.01048,1.0742826732816534e+34,5135674275382352.0,6371872.169419298,5.960615625352552,0.02765508388923315,[0.1987547],0
2.0599289650968456e+33,28469110716.19978,1.0742845160180947e+34,5124485156429287.0,6369106.336471314,5.950209862725128,0.027541544364514805,[0.1987279],0
2.060600389140228e+33,28480191899.048763,1.0742863510391095e+34,5113309436696737.0,6366339.242473217,5.939811805724228,0.027428354455063666,[0.19870115],0
2.0612718131836102e+33,28491283927.082024,1.0742881783700887e+34,5102147113136944.0,6363570.886111212,5.92942145589808,0.027315513461324503,[0.19867447],0
2.0619432372269925e+33,28502386825.886913,1.0742899980363908e+34,5090998182757752.0,6360801.266096629,5.9190388148394275,0.02720302068513058,[0.19864784],0
2.0626146612703747e+33,28513500621.11356,1.0742918100633413e+34,5079862642622603.0,6358030.381165928,5.908663884185856,0.027090875429692178,[0.19862128],0
2.063286085313757e+33,28524625338.47485,1.074293614476232e+34,5068740489850543.0,6355258.230080697,5.898296665620104,0.026979076999585145,[0.19859477],0
2.0639575093571393e+33,28535761003.74644,1.0742954113003226e+34,5057631721616214.0,6352484.811627649,5.8879371608704,0.026867624700740046,[0.19856833],0
2.0646289334005216e+33,28546907642.766754,1.074297200560839e+34,5046536335149859.0,6349710.124618629,5.877585371710769,0.026756517840430698,[0.19854195],0
2.0653003574439038e+33,28558065281.436977,1.0742989822829744e+34,5035454327737322.0,6346934.16789061,5.867241299961367,0.0266457557272634,[0.19851562],0
2.065971781487286e+33,28569233945.721066,1.0743007564918893e+34,5024385696720044.0,6344156.94030569,5.856904947488803,0.02653533767116595,[0.19848936],0
2.0666432055306684e+33,28580413661.645733,1.0743025232127105e+34,5013330439495070.0,6341378.440751098,5.846576316206468,0.026425262983376368,[0.19846315],0
2.0673146295740506e+33,28591604455.30047,1.0743042824705322e+34,5002288553515041.0,6338598.6681391895,5.836255408074852,0.0263155309764326,[0.19843701],0
2.067986053617433e+33,28602806352.83753,1.0743060342904154e+34,4991260036288201.0,6335817.621407448,5.825942225101871,0.026206140964161365,[0.19841092],0
2.0686574776608152e+33,28614019380.47192,1.0743077786973881e+34,4980244885378392.0,6333035.299518487,5.8156367693431985,0.026097092261667332,[0.1983849],0
2.0693289017041975e+33,28625243564.481434,1.0743095157164456e+34,4969243098405056.0,6330251.701460048,5.805339042902591,0.0259883841853234,[0.19835893],0
2.0700003257475797e+33,28636478931.20662,1.0743112453725495e+34,4958254673043237.0,6327466.826244997,5.795049047932213,0.025880016052758834,[0.19833302],0
2.070671749790962e+33,28647725507.05079,1.0743129676906292e+34,4947279607023576.0,6324680.672911332,5.784766786632969,0.02577198718284957,[0.19830717],0
2.0713431738343443e+33,28658983318.480022,1.07431468269558e+34,4936317898132314.0,6321893.240522177,5.7744922612548235,0.02566429689570789,[0.19828137],0
2.0720145978777266e+33,28670252392.023174,1.0743163904122654e+34,4925369544211294.0,6319104.528165786,5.764225474097142,0.025556944512671445,[0.19825564],0
2.072686021921109e+33,28681532754.271854,1.0743180908655148e+34,4914434543157954.0,6316314.534955537,5.753966427509008,0.02544992935629381,[0.19822996],0
2.073357445964491e+33,28692824431.880432,1.0743197840801254e+34,4903512892925350.0,6313523.260029944,5.74371512388958,0.02534325075033353,[0.19820434],0
2.0740288700078737e+33,28704127451.566074,1.074321470080861e+34,4892604591522103.0,6310730.702552639,5.733471565688367,0.02523690801974414,[0.19817878],0
2.0747002940512557e+33,28715441840.10867,1.0743231488924518e+34,4881709637012476.0,6307936.861712392,5.723235755405633,0.02513090049066468,[0.19815327],0
2.0753717180946382e+33,28726767624.350914,1.0743248205395963e+34,4870828027516289.0,6305141.736723092,5.713007695592657,0.0250252274904085,[0.19812782],0
2.0760431421380202e+33,28738104831.198235,1.0743264850469585e+34,4859959761209004.0,6302345.326823766,5.702787388852134,0.024919888347454903,[0.19810243],0
2.0767145661814028e+33,28749453487.618855,1.0743281424391709e+34,4849104836321643.0,6299547.631278558,5.6925748378384435,0.02481488239143769,[0.19807709],0
2.077385990224785e+33,28760813620.64374,1.0743297927408315e+34,4838263251140862.0,6296748.649376748,5.68237004525804,0.02471020895313648,[0.19805181],0
2.0780574142681673e+33,28772185257.36664,1.0743314359765063e+34,4827435004008896.0,6293948.380432743,5.672173013869741,0.02460586736446636,[0.19802659],0
2.0787288383115496e+33,28783568424.944054,1.0743330721707277e+34,4816620093323586.0,6291146.823786074,5.661983746485093,0.024501856958468706,[0.19800142],0
2.0794002623549319e+33,28794963150.595257,1.0743347013479952e+34,4805818517538374.0,6288343.978801407,5.6518022459686925,0.02439817706930087,[0.19797631],0
2.080071686398314e+33,28806369461.60229,1.0743363235327758e+34,4795030275162301.0,6285539.84486853,5.641628515238528,0.02429482703222749,[0.19795125],0
2.0807431104416964e+33,28817787385.30996,1.0743379387495024e+34,4784255364760006.0,6282734.42140236,5.631462557266314,0.024191806183610283,[0.19792624],0
2.0814145344850787e+33,28829216949.125835,1.0743395470225759e+34,4773493784951731.0,6279927.707842947,5.621304375077828,0.024089113860899194,[0.19790129],0
2.082085958528461e+33,28840658180.520252,1.0743411483763638e+34,4762745534413315.0,6277119.703655462,5.611153971753252,0.023986749402622715,[0.1978764],0
2.0827573825718432e+33,28852111107.026318,1.0743427428352e+34,4752010611876200.0,6274310.40833021,5.601011350427505,0.023884712148378718,[0.19785155],0
2.0834288066152255e+33,28863575756.2399,1.0743443304233865e+34,4741289016127425.0,6271499.821382619,5.590876514290589,0.023783001438825467,[0.19782676],0
2.0841002306586078e+33,28875052155.819633,1.0743459111651916e+34,4730580746009631.0,6268687.942353251,5.580749466587923,0.023681616615672012,[0.19780203],0
2.08477165470199e+33,28886540333.486916,1.0743474850848503e+34,4719885800421058.0,6265874.770807792,5.570630210620689,0.02358055702166948,[0.19777734],0
2.0854430787453723e+33,28898040317.02592,1.0743490522065649e+34,4709204178315545.0,6263060.306337057,5.560518749746167,0.023479822000602116,[0.19775271],0
2.0861145027887546e+33,28909552134.283577,1.0743506125545052e+34,4698535878702533.0,6260244.548556988,5.550415087378082,0.023379410897278,[0.19772813],0
2.086785926832137e+33,28921075813.169586,1.0743521661528068e+34,4687880900647060.0,6257427.497108658,5.540319226986941,0.02327932305752059,[0.1977036],0
2.087457350875519e+33,28932611381.65641,1.0743537130255735e+34,4677239243269768.0,6254609.151658266,5.530231172100384,0.023179557828159406,[0.19767913],0
2.0881287749189014e+33,28944158867.779285,1.0743552531968752e+34,4666610905746895.0,6251789.511897138,5.5201509263035184,0.023080114557021955,[0.1976547],0
2.0888001989622837e+33,28955718299.636204,1.074356786690749e+34,4655995887310280.0,6248968.577541731,5.510078493239268,0.02298099259292427,[0.19763033],0
2.089471623005666e+33,28967289705.387928,1.0743583135311993e+34,4645394187247363.0,6246146.34833363,5.500013876608719,0.02288219128566315,[0.197606],0
2.0901430470490482e+33,28978873113.25799,1.074359833742197e+34,4634805804901184.0,6243322.824039545,5.4899570801714646,0.02278370998600679,[0.19758173],0
2.0908144710924305e+33,28990468551.53269,1.0743613473476802e+34,4624230739670380.0,6240498.004451316,5.479908107745944,0.02268554804568689,[0.1975575],0
2.0914858951358128e+33,29002076048.561077,1.0743628543715538e+34,4613668991009192.0,6237671.889385913,5.469866963209803,0.02258770481738977,[0.19753333],0
2.0921573191791953e+33,29013695632.754993,1.0743643548376904e+34,4603120558427453.0,6234844.478685427,5.459833650500227,0.02249017965474862,[0.1975092],0
2.0928287432225773e+33,29025327332.589012,1.0743658487699284e+34,4592585441490616.0,6232015.772217091,5.449808173614311,0.02239297191233472,[0.19748512],0
2.09350016726596e+33,29036971176.600513,1.0743673361920738e+34,4582063639819702.0,6229185.769873249,5.43979053660937,0.022296080945649048,[0.19746109],0
2.094171591309342e+33,29048627193.389603,1.0743688171278997e+34,4571555153091367.0,6226354.471571389,5.429780743603339,0.022199506111114885,[0.19743711],0
2.0948430153527244e+33,29060295411.61919,1.0743702916011463e+34,4561059981037831.0,6223521.877254112,5.419778798775065,0.02210324676606867,[0.19741317],0
2.0955144393961064e+33,29071975860.01491,1.07437175963552e+34,4550578123446951.0,6220687.986889161,5.409784706364723,0.022007302268753172,[0.19738928],0
2.096185863439489e+33,29083668567.365215,1.0743732212546947e+34,4540109580162147.0,6217852.800469397,5.399798470674102,0.021911671978308258,[0.19736544],0
2.0968572874828713e+33,29095373562.521267,1.0743746764823114e+34,4529654351082471.0,6215016.318012815,5.38982009606701,0.02181635525476391,[0.19734165],0
2.0975287115262535e+33,29107090874.397034,1.0743761253419778e+34,4519212436162556.0,6212178.5395625355,5.3798495869696,0.021721351459032128,[0.1973179],0
2.0982001355696358e+33,29118820531.969234,1.074377567857269e+34,4508783835412641.0,6209339.465186808,5.369886947870727,0.021626659952898888,[0.19729419],0
2.098871559613018e+33,29130562564.277355,1.074379004051726e+34,4498368548898562.5,6206499.09497901,5.3599321833223,0.021532280099016702,[0.19727053],0
2.0995429836564003e+33,29142317000.42365,1.0743804339488581e+34,4487966576741759.0,6203657.429057647,5.349985297939647,0.021438211260896785,[0.19724692],0
2.1002144076997826e+33,29154083869.573135,1.0743818575721407e+34,4477577919119267.5,6200814.4675663505,5.340046296401867,0.02134445280290155,[0.19722335],0
2.100885831743165e+33,29165863200.953598,1.0743832749450166e+34,4467202576263726.5,6197970.210673885,5.330115183452175,0.021251004090237117,[0.19719982],0
2.1015572557865472e+33,29177655023.85559,1.0743846860908954e+34,4456840548463372.5,6195124.658574139,5.320191963898275,0.021157864488945678,[0.19717633],0
2.1022286798299294e+33,29189459367.632427,1.0743860910331535e+34,4446491836062043.0,6192277.811486131,5.310276642612707,0.02106503336589819,[0.19715289],0
2.1029001038733117e+33,29201276261.70019,1.0743874897951347e+34,4436156439459175.5,6189429.669654005,5.300369224533212,0.02097251008878716,[0.19712949],0
2.103571527916694e+33,29213105735.53773,1.0743888824001493e+34,4425834359109807.0,6186580.233347038,5.290469714663085,0.020880294026118865,[0.19710614],0
2.1042429519600763e+33,29224947818.686665,1.074390268871475e+34,4415525595524574.0,6183729.502859631,5.2805781180715385,0.02078838454720688,[0.19708282],0
2.1049143760034585e+33,29236802540.75137,1.074391649232356e+34,4405230149269714.0,6180877.478511313,5.270694439894065,0.020696781022164178,[0.19705955],0
2.1055858000468408e+33,29248669931.398994,1.074393023506004e+34,4394948020967064.0,6178024.160646745,5.26081868533279,0.020605482821896493,[0.19703632],0
2.106257224090223e+33,29260550020.35945,1.0743943917155976e+34,4384679211294060.0,6175169.549635711,5.250950859656845,0.02051448931809499,[0.19701312],0
2.1069286481336054e+33,29272442837.425415,1.0743957538842816e+34,4374423720983739.0,6172313.6458731275,5.241090968202722,0.020423799883229635,[0.19698997],0
2.1076000721769876e+33,29284348412.45234,1.0743971100351687e+34,4364181550824737.0,6169456.449779037,5.231239016374642,0.020333413890541836,[0.19696686],0
2.10827149622037e+33,29296266775.35843,1.0743984601913383e+34,4353952701661290.5,6166597.96179861,5.221395009644911,0.02024333071403791,[0.19694379],0
2.1089429202637522e+33,29308197956.12466,1.0743998043758364e+34,4343737174393236.0,6163738.182402145,5.211558953554299,0.02015354972848196,[0.19692075],0
2.1096143443071345e+33,29320141984.79478,1.0744011426116766e+34,4333534969976010.0,6160877.11208507,5.201730853712389,0.02006407030938961,[0.19689775],0
2.1102857683505167e+33,29332098891.475296,1.074402474921839e+34,4323346089420648.0,6158014.7513679415,5.19191071579796,0.019974891833020914,[0.19687479],0
2.110957192393899e+33,29344068706.335476,1.0744038013292706e+34,4313170533793786.0,6155151.10079644,5.182098545559337,0.019886013676373757,[0.19685187],0
2.1116286164372816e+33,29356051459.607376,1.0744051218568858e+34,4303008304217655.0,6152286.160941377,5.172294348814769,0.01979743521717757,[0.19682899],0
2.1123000404806635e+33,29368047181.58578,1.074406436527566e+34,4292859401870105.0,6149419.932398696,5.162498131452812,0.019709155833886674,[0.19680614],0
2.112971464524046e+33,29380055902.62829,1.0744077453641587e+34,4282723827984553.5,6146552.41578946,5.152709899432651,0.0196211749056734,[0.19678332],0
2.113642888567428e+33,29392077653.15521,1.0744090483894794e+34,4272601583850053.5,6143683.611759869,5.142929658784537,0.019533491812422824,[0.19676054],0
2.1143143126108107e+33,29404112463.649677,1.07441034562631e+34,4262492670811222.5,6140813.520981243,5.133157415610087,0.019446105934724928,[0.1967378],0
2.1149857366541926e+33,29416160364.657536,1.0744116370973998e+34,4252397090268314.0,6137942.144150038,5.123393176082728,0.019359016653869843,[0.19671509],0
2.1156571606975752e+33,29428221386.78745,1.0744129228254645e+34,4242314843677146.0,6135069.481987829,5.113636946447995,0.01927222335184037,[0.19669242],0
2.1163285847409575e+33,29440295560.710796,1.0744142028331875e+34,4232245932549165.5,6132195.535241329,5.103888733023973,0.01918572541130689,[0.19666978],0
2.1170000087843397e+33,29452382917.16176,1.074415477143218e+34,4222190358451404.0,6129320.304682372,5.094148542201621,0.019099522215620376,[0.19664717],0
2.117671432827722e+33,29464483486.937263,1.0744167457781736e+34,4212148123006496.5,6126443.791107924,5.08441638044517,0.019013613148806816,[0.19662459],0
